PROCEDURE CODE,LONG DESCRIPTION,SHORT DESCRIPTION,CODE,CODE1,
9464,Drug rehabilitation,Drug rehabilitation,9464,94640,
9465,Drug detoxification,Drug detoxification,9465,94650,
9466,Drug rehabilitation and detoxification,Drug rehab/detox,9466,94660,
9467,Combined alcohol and drug rehabilitation,Comb alcohol/drug rehab,9467,94670,
9468,Combined alcohol and drug detoxification,Comb alcohol/drug detox,9468,94680,
9469,Combined alcohol and drug rehabilitation and detoxification,Comb alco/drug reha/deto,9469,94690,
9501,Limited eye examination,Limited eye examination,9501,95010,
9502,Comprehensive eye examination,Comprehensive eye exam,9502,95020,
9503,Extended ophthalmologic work-up,Extended ophthal work-up,9503,95030,
9504,Eye examination under anesthesia,Anesthetized eye exam,9504,95040,
9505,Visual field study,Visual field study,9505,95050,
9506,Color vision study,Color vision study,9506,95060,
9507,Dark adaptation study,Dark adaptation study,9507,95070,
9509,"Eye examination, not otherwise specified",Eye examination NOS,9509,95090,
9511,Fundus photography,Fundus photography,9511,95110,
9512,Fluorescein angiography or angioscopy of eye,Eye fluorescein angiogra,9512,95120,
9513,Ultrasound study of eye,Ultrasound study of eye,9513,95130,
9514,X-ray study of eye,X-ray study of eye,9514,95140,
9515,Ocular motility study,Ocular motility study,9515,95150,
9516,P32 and other tracer studies of eye,P32 & eye tracer NEC,9516,95160,
9521,Electroretinogram [ERG],Electroretinogram,9521,95210,
9522,Electro-oculogram [EOG],Electro-oculogram,9522,95220,
9523,Visual evoked potential [VEP],Visual evoked potential,9523,95230,
9524,Electronystagmogram [ENG],Electronystagmogram,9524,95240,
9525,Electromyogram of eye [EMG],Electromyogram of eye,9525,95250,
9526,"Tonography, provocative tests, and other glaucoma testing",Glaucoma testing,9526,95260,
9531,Fitting and dispensing of spectacles,Spectacle fit & dispense,9531,95310,
9532,"Prescription, fitting, and dispensing of contact lens",Perscr/fit/disp contacts,9532,95320,
9533,Dispensing of other low vision aids,Oth lo vision aid dispen,9533,95330,
9534,Ocular prosthetics,Ocular prosthetics,9534,95340,
9535,Orthoptic training,Orthoptic training,9535,95350,
9536,Ophthalmologic counseling and instruction,Ophth counsel & instruct,9536,95360,
9541,Audiometry,Audiometry,9541,95410,
9542,Clinical test of hearing,Clinical hearing test,9542,95420,
9543,Audiological evaluation,Audiological evaluation,9543,95430,
9544,Clinical vestibular function tests,Clin vestibul funct test,9544,95440,
9545,Rotation tests,Rotation tests,9545,95450,
9546,Other auditory and vestibular function tests,Audit & vestib test NEC,9546,95460,
9547,"Hearing examination, not otherwise specified",Hearing examination NOS,9547,95470,
9548,Fitting of hearing aid,Fitting of hearing aid,9548,95480,
9549,Other nonoperative procedures related to hearing,Non-op hearing proc NEC,9549,95490,
9601,Insertion of nasopharyngeal airway,Insert nasopharyn airway,9601,96010,
9602,Insertion of oropharyngeal airway,Insert oropharyn airway,9602,96020,
9603,Insertion of esophageal obturator airway,Insert esoph obtu airway,9603,96030,
9604,Insertion of endotracheal tube,Insert endotracheal tube,9604,96040,
9605,Other intubation of respiratory tract,Resp tract intubat NEC,9605,96050,
9606,Insertion of Sengstaken tube,Insert sengstaken tube,9606,96060,
9607,Insertion of other (naso-)gastric tube,Insert gastric tube NEC,9607,96070,
96070,Insertion of (naso-)intestinal tube,Insert intestinal tube,96070,960700,
9608,Insertion of (naso-)intestinal tube,Insert intestinal tube,9608,96080,
9609,Insertion of rectal tube,Insert rectal tube,9609,96090,
9611,Packing of external auditory canal,Pack ext auditory canal,9611,96110,
9614,Vaginal packing,Vaginal packing,9614,96140,
9615,Insertion of vaginal mold,Vaginal mold insertion,9615,96150,
9616,Other vaginal dilation,Other vaginal dilation,9616,96160,
9617,Insertion of vaginal diaphragm,Vag diaphragm insertion,9617,96170,
9618,Insertion of other vaginal pessary,Oth vagin pessary insert,9618,96180,
9619,Rectal packing,Rectal packing,9619,96190,
9621,Dilation of frontonasal duct,Dilat frontonasal duct,9621,96210,
9622,Dilation of rectum,Dilation of rectum,9622,96220,
9623,Dilation of anal sphincter,Dilation anal sphincter,9623,96230,
9624,Dilation and manipulation of enterostomy stoma,Dilat enterostomy stoma,9624,96240,
9625,Therapeutic distention of bladder,Therapeut distent bladd,9625,96250,
9626,Manual reduction of rectal prolapse,Manual reduc rect prolap,9626,96260,
9627,Manual reduction of hernia,Manual reduction hernia,9627,96270,
9628,Manual reduction of enterostomy prolapse,Manl reduct stoma prolap,9628,96280,
9629,Reduction of intussusception of alimentary tract,Reduct intuss ali tract,9629,96290,
9631,Gastric cooling,Gastric cooling,9631,96310,
9632,Gastric freezing,Gastric freezing,9632,96320,
9633,Gastric lavage,Gastric lavage,9633,96330,
9634,Other irrigation of (naso-)gastric tube,Gastric tube irrigat NEC,9634,96340,
9635,Gastric gavage,Gastric gavage,9635,96350,
9636,Irrigation of gastrostomy or enterostomy,GI ostomy irrigation,9636,96360,
9637,Proctoclysis,Proctoclysis,9637,96370,
9638,Removal of impacted feces,Impacted feces removal,9638,96380,
9639,Other transanal enema,Other transanal enema,9639,96390,
9641,Irrigation of cholecystostomy and other biliary tube,Biliary tube irrigation,9641,96410,
9642,Irrigation of pancreatic tube,Pancreatic tube irrigat,9642,96420,
9643,"Digestive tract instillation, except gastric gavage",GI tract instillat NEC,9643,96430,
9644,Vaginal douche,Vaginal douche,9644,96440,
9645,Irrigation of nephrostomy and pyelostomy,Nephrost/pyelost irrigat,9645,96450,
9646,Irrigation of ureterostomy and ureteral catheter,Urterost/urete cth irrig,9646,96460,
9647,Irrigation of cystostomy,Cystostomy irrigation,9647,96470,
9648,Irrigation of other indwelling urinary catheter,Indwell cath irrig NEC,9648,96480,
9649,Other genitourinary instillation,Other gu instillation,9649,96490,
9651,Irrigation of eye,Irrigation of eye,9651,96510,
9652,Irrigation of ear,Irrigation of ear,9652,96520,
9653,Irrigation of nasal passages,Irrigation of nasal pass,9653,96530,
9654,"Dental scaling, polishing, and debridement",Dental scaling & debride,9654,96540,
9655,Tracheostomy toilette,Tracheostomy toilette,9655,96550,
9656,Other lavage of bronchus and trachea,Bronch/trach lavage NEC,9656,96560,
9657,Irrigation of vascular catheter,Vascular cath irrigation,9657,96570,
9658,Irrigation of wound catheter,Wound catheter irrigat,9658,96580,
9659,Other irrigation of wound,Wound irrigation NEC,9659,96590,
966,Enteral infusion of concentrated nutritional substances,Entral infus nutrit sub,966,9660,
9670,Continuous invasive mechanical ventilation of unspecified duration,Con inv mec ven-unsp dur,9670,96700,
9671,Continuous invasive mechanical ventilation for less than 96 consecutive hours,Cont inv mec ven <96 hrs,9671,96710,
9672,Continuous invasive mechanical ventilation for 96 consecutive hours or more,Cont inv mec ven 96+ hrs,9672,96720,
9701,Replacement of (naso-)gastric or esophagostomy tube,Replace gast/esoph tube,9701,97010,
9702,Replacement of gastrostomy tube,Replace gastrostomy tube,9702,97020,
9703,Replacement of tube or enterostomy device of small intestine,Replace small bowel tube,9703,97030,
9704,Replacement of tube or enterostomy device of large intestine,Replace large bowel tube,9704,97040,
9705,Replacement of stent (tube) in biliary or pancreatic duct,Repl stent in bile duct,9705,97050,
9711,Replacement of cast on upper limb,Replace upper limb cast,9711,97110,
9712,Replacement of cast on lower limb,Replace lower limb cast,9712,97120,
9713,Replacement of other cast,Replace cast NEC,9713,97130,
9714,Replacement of other device for musculoskeletal immobilization,Replac m/s immob dev NEC,9714,97140,
9715,Replacement of wound catheter,Replace wound catheter,9715,97150,
9716,Replacement of wound packing or drain,Replace wound pack/drain,9716,97160,
9721,Replacement of nasal packing,Replace nasal packing,9721,97210,
9722,Replacement of dental packing,Replace dental packing,9722,97220,
9723,Replacement of tracheostomy tube,Replace trach tube,9723,97230,
9724,Replacement and refitting of vaginal diaphragm,Replace vag diaphragm,9724,97240,
9725,Replacement of other vaginal pessary,Replace vaginal pessary,9725,97250,
9726,Replacement of vaginal or vulvar packing or drain,Replace vag/vulv packing,9726,97260,
9729,Other nonoperative replacements,Non-op replacement NEC,9729,97290,
9731,Removal of eye prosthesis,Remove eye prosthesis,9731,97310,
9732,Removal of nasal packing,Remove nasal packing,9732,97320,
9733,Removal of dental wiring,Remove dental wiring,9733,97330,
9734,Removal of dental packing,Remove dental packing,9734,97340,
9735,Removal of dental prosthesis,Remove dental prosthesis,9735,97350,
9736,Removal of other external mandibular fixation device,Remove ext mand fix dev,9736,97360,
9737,Removal of tracheostomy tube,Remove tracheostomy tube,9737,97370,
9738,Removal of sutures from head and neck,Remove head/neck sutures,9738,97380,
9739,Removal of other therapeutic device from head and neck,Remove head/neck dev NEC,9739,97390,
9741,Removal of thoracotomy tube or pleural cavity drain,Remov thoracotomy tube,9741,97410,
9742,Removal of mediastinal drain,Remov mediastinal drain,9742,97420,
9743,Removal of sutures from thorax,Remov thorax sutures,9743,97430,
9744,Nonoperative removal of heart assist system,Nonop remov hrt asst sys,9744,97440,
9749,Removal of other device from thorax,Remov thor ther dev NEC,9749,97490,
9751,Removal of gastrostomy tube,Remov gastrostomy tube,9751,97510,
9752,Removal of tube from small intestine,Remov small bowel tube,9752,97520,
9753,Removal of tube from large intestine or appendix,Remov large bowel tube,9753,97530,
9754,Removal of cholecystostomy tube,Remov cholecystost tube,9754,97540,
9755,"Removal of T-tube, other bile duct tube, or liver tube",Remov biliary/liver tube,9755,97550,
9756,Removal of pancreatic tube or drain,Remov pancreatic tube,9756,97560,
9759,Removal of other device from digestive system,Remov other GI device,9759,97590,
9761,Removal of pyelostomy and nephrostomy tube,Remov pyelos/nephros tub,9761,97610,
9762,Removal of ureterostomy tube and ureteral catheter,Remov ureteral drain,9762,97620,
9763,Removal of cystostomy tube,Remov cystostomy tube,9763,97630,
9764,Removal of other urinary drainage device,Remov urin drainage NEC,9764,97640,
9765,Removal of urethral stent,Remov urethral stent,9765,97650,
9769,Removal of other device from urinary system,Remov other urin device,9769,97690,
9771,Removal of intrauterine contraceptive device,Removal iud,9771,97710,
9772,Removal of intrauterine pack,Remov intrauterine pack,9772,97720,
9773,Removal of vaginal diaphragm,Remov vaginal diaphragm,9773,97730,
9774,Removal of other vaginal pessary,Removal oth vag pessary,9774,97740,
9775,Removal of vaginal or vulvar packing,Remov vag/vulv packing,9775,97750,
9779,Removal of other device from genital tract,Remov other genit device,9779,97790,
9781,Removal of retroperitoneal drainage device,Remov retroperiton drain,9781,97810,
9782,Removal of peritoneal drainage device,Remov peritoneal drain,9782,97820,
9783,Removal of abdominal wall sutures,Remov abdom wall suture,9783,97830,
9784,"Removal of sutures from trunk, not elsewhere classified",Remov trunk suture NEC,9784,97840,
9785,"Removal of packing from trunk, not elsewhere classified",Remov trunk packing NEC,9785,97850,
9786,Removal of other device from abdomen,Remov abdomen device NEC,9786,97860,
9787,Removal of other device from trunk,Remov trunk device NEC,9787,97870,
9788,Removal of external immobilization device,Remov ext immobilization,9788,97880,
9789,Removal of other therapeutic device,Remov therapeut dev NEC,9789,97890,
9801,Removal of intraluminal foreign body from mouth without incision,Remov intralum mouth FB,9801,98010,
9802,Removal of intraluminal foreign body from esophagus without incision,Remov intralum esoph FB,9802,98020,
